Taxonomy	SRX2199539	SRX2199670	SRX2199763	SRX2199673	SRX2199755	SRX2199636	SRX2199674	SRX2199676	SRX2199624	SRX2199553	SRX2199782	SRX2199750	SRX2199681	SRX2199775	SRX2199300	SRX2199629	SRX2199675	SRX2199552	SRX2199443	SRX2199663	ravg	SRX2199608	SRX2199470	SRX2234477	SRX2199475	SRX2234458	SRX2234572	SRX2234453	SRX2234456	SRX2234559	SRX2234523	SRX2199472	SRX2199601	SRX2199644	SRX2234520	SRX2234430	favg
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Sulfurospirillum	0.0002198932326	0.0008641378181	0	2.28E-05	3.14E-05	9.53E-05	9.33E-06	2.00E-05	0.0001441095059	3.57E-05	1.90E-05	5.03E-05	2.29E-05	0.0003551207502	0.0007494999764	9.35E-06	0.0001507965505	1.74E-05	0.0005041275828	0.0001012189187	0.00017112346	0.0007229038814	0.0003929894426	0.0002429039137	0.0001203926589	0.002773617352	0.0002714867142	0.0001110110162	0	0.002302191818	2.31E-05	0.0001913872232	7.52E-05	0.0003416827791	0.0001447240959	4.36E-05	0.0005171423148
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae	4.89E-06	1.22E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.53E-07	0	9.36E-06	0	0	0	0	0	0	0	0	0	0	0	8.51E-06	0	1.19E-06
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter	0.01095068298	0.0003042738796	0.0004490784646	0.000205637671	0.0005444943506	0.003419724725	0.000223804395	0.0001002369401	0.001630238786	0.0008015216045	0.0005688441769	0.0003524119958	0.0002136936249	0.0005372339554	0.003410989689	0.0008507707048	0.001841872152	0.0004462412577	0.001955403957	0.0004453632423	0.001462625928	0.004438293597	0.003368480937	0.001866524811	0.001444711907	0.004507128197	0.002171893713	0.0009158408835	0.000404657106	0.006367454585	0.000346866871	0.002627694848	0.004526794993	0.002220938064	0.001234411406	0.001451706234	0.002526226544
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Sulfuricurvum	1.95E-05	0	2.64E-05	0	0	0	0	0	1.80E-05	0	0	0	0	0	4.59E-05	2.80E-05	0	0	0	2.02E-05	7.91E-06	2.52E-05	0.0004163816713	2.56E-05	1.72E-05	8.99E-05	0	0	0	0.0003059875201	0.0001079141377	5.17E-06	0	1.42E-05	2.13E-05	1.94E-05	6.99E-05
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Sulfurimonas	0.0002150067163	0	0	3.43E-05	2.09E-05	9.53E-06	0	0	0.0001621231942	3.06E-05	1.90E-05	0	7.63E-06	1.82E-05	7.65E-05	0	0.0001292541861	4.06E-05	0.007775786049	8.10E-05	0.0004310184548	0.0002185523362	0.0001263180351	2.56E-05	6.88E-05	0.00251680093	9.50E-05	2.78E-05	0	0.0007139708802	0	3.10E-05	8.35E-06	0.0004840506038	0.0001702636422	0.0001258145403	0.0003074864331
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Wolinella	0.000175914586	0	0	0	1.05E-05	0	0	0	1.80E-05	0	0	2.52E-05	7.63E-06	0	0.000535357126	2.80E-05	3.23E-05	0	4.58E-05	0	4.39E-05	3.36E-05	0.0001918162756	7.03E-05	0	0.002760776531	4.07E-05	0	0	0.0003934125258	0	0	8.35E-06	1.42E-05	4.68E-05	0	0.0002373384914
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Nitratifractor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Nitratifractor;Nitratifractor salsuginis	4.89E-06	1.22E-05	0	0	0	9.53E-06	0	0	9.91E-05	3.57E-05	9.48E-06	2.52E-05	0	9.11E-06	0.0001529591789	3.74E-05	5.39E-05	0	3.06E-05	4.05E-05	2.60E-05	7.57E-05	0.0001731024926	0.0001917662477	0	0.0002182939582	0.0001085946857	0	0	0	0	0	9.19E-05	8.54E-05	4.68E-05	4.84E-06	6.64E-05
Bacteria;Proteobacteria;Epsilonproteobacteria;Nitratiruptor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Epsilonproteobacteria;Nitratiruptor;Nitratiruptor sp. SB155-2	3.42E-05	0	0	0	2.09E-05	9.53E-06	0	0	9.01E-05	0	5.69E-05	0	0	0	0.0008259795659	0	6.46E-05	0	3.06E-05	0	5.66E-05	0.0001092761681	1.40E-05	5.11E-05	3.44E-05	1.28E-05	2.71E-05	0	0	0	0	5.17E-05	0	0	6.38E-05	4.84E-06	2.46E-05
Bacteria;Proteobacteria;Epsilonproteobacteria;Sulfurovum	0	0	0	1.14E-05	5.24E-05	0	0	0	2.70E-05	1.02E-05	9.48E-06	0	0	0	6.12E-05	0	2.15E-05	0	0	2.02E-05	1.07E-05	2.52E-05	0	1.92E-05	0	0	1.36E-05	0	0	0	0	6.72E-05	0	0	4.26E-06	0	8.63E-06
Bacteria;Proteobacteria;Epsilonproteobacteria;Sulfurovum;Sulfurovum lithotrophicum	5.38E-05	0	0	0	0	3.81E-05	0	0	4.50E-05	1.53E-05	9.48E-06	0	0	0	0.000275326522	0	0	0	0.0002291489013	0.0001214627024	3.94E-05	1.68E-05	0.0005614134895	0	0.0002579842692	6.42E-05	2.71E-05	0	0	0	3.85E-06	0	3.34E-05	0.0009965747725	5.53E-05	0.0002032388727	0.0001479982493
Bacteria;Proteobacteria;Gammaproteobacteria	0.2003911461	0.1271743107	0.04764194182	0.01848454176	0.1397884535	0.410928983	0.08463536203	0.009492438225	0.1002191545	0.2612807274	0.2004038035	0.02273057373	0.05517111479	0.07096041041	0.1229638839	0.02783235591	0.07769253704	0.2130715076	0.1614277626	0.03528491506	0.1193787962	0.1552478115	0.159998166	0.03350156347	0.01785251143	0.2535548529	0.0118232464	0.1535837409	0.01631791968	0.06364540418	0.1083226697	0.2798288109	0.2782893158	0.1339965966	0.1705403206	0.05120167887	0.1258469739
Bacteria;Proteobacteria;Gammaproteobacteria;Acidiferrobacterales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Acidiferrobacterales;Acidiferrobacteraceae	0	2.43E-05	0	0	0	0	9.33E-06	0	9.01E-06	0	0	0	0	9.11E-06	0	0	0	0	1.53E-05	0	3.35E-06	0	0	6.39E-06	0	0	0	0	0	1.46E-05	0	0	0	1.42E-05	1.28E-05	0	3.20E-06
Bacteria;Proteobacteria;Gammaproteobacteria;Acidiferrobacterales;Acidiferrobacteraceae;Acidiferrobacter	9.77E-06	0	1.32E-05	1.14E-05	0	1.91E-05	9.33E-06	1.00E-05	5.40E-05	5.62E-05	1.90E-05	2.52E-05	1.53E-05	0	1.53E-05	9.35E-06	0	4.64E-05	1.53E-05	2.02E-05	1.74E-05	5.88E-05	2.81E-05	6.39E-06	8.60E-05	0.000873175833	0	0	9.75E-06	2.91E-05	0	1.55E-05	5.85E-05	0.0004413402564	2.13E-05	4.84E-06	0.000108854079
Bacteria;Proteobacteria;Gammaproteobacteria;Acidiferrobacterales;Acidiferrobacteraceae;Sulfuricaulis	3.91E-05	3.65E-05	1.32E-05	1.14E-05	1.05E-05	9.53E-06	0	0	9.01E-06	1.53E-05	1.90E-05	0	0	0	1.53E-05	9.35E-06	1.08E-05	2.32E-05	0	2.02E-05	1.21E-05	0.0003026109271	0.0006783746331	1.28E-05	1.72E-05	0.0001284082107	6.79E-05	0	0	8.74E-05	3.47E-05	4.14E-05	8.35E-06	4.27E-05	2.55E-05	0	9.65E-05
Bacteria;Proteobacteria;Gammaproteobacteria;Acidiferrobacterales;Acidiferrobacteraceae;Sulfurifustis	1.47E-05	0.000133880507	0	2.28E-05	4.19E-05	3.81E-05	3.73E-05	1.00E-05	2.70E-05	4.08E-05	4.74E-05	5.03E-05	2.29E-05	7.28E-05	6.12E-05	4.67E-05	1.08E-05	6.37E-05	6.11E-05	4.05E-05	4.22E-05	0.0001092761681	7.95E-05	1.28E-05	3.44E-05	3.85E-05	0	5.55E-05	2.44E-05	4.37E-05	7.32E-05	2.59E-05	5.85E-05	0.0005125241687	5.53E-05	4.84E-06	7.52E-05
Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae	9.77E-06	4.87E-05	1.32E-05	0	1.05E-05	9.53E-06	0	0	0.0002611984795	4.08E-05	1.90E-05	0	2.29E-05	9.11E-06	3.06E-05	0.0001028404149	0	1.74E-05	6.11E-05	0	3.28E-05	3.36E-05	3.27E-05	0.0001917662477	0	6.42E-05	0	0	0	4.37E-05	1.93E-05	3.10E-05	0	0	9.36E-05	4.84E-06	3.43E-05
Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas	0.03620908563	0.002373336261	0.001888771189	0.002262014381	0.005172696331	0.0425417566	0.002182092851	0.001473483019	0.009457186327	0.01398833883	0.007963818477	0.00302067425	0.003472521404	0.002640641476	0.02306624417	0.004487581739	0.01042650435	0.01292940579	0.01099914726	0.006073135122	0.01013142177	0.01971173956	0.0231442711	0.008041397986	0.003216203889	0.04462185323	0.004289490084	0.004773473696	0.002569328854	0.01089898405	0.002027244157	0.01417299977	0.02175701284	0.006249947502	0.007261744339	0.007331116481	0.01200445384
Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Oceanimonas	8.31E-05	2.43E-05	2.64E-05	0	1.05E-05	1.91E-05	0	0	9.01E-05	1.02E-05	1.90E-05	0	0	0	9.18E-05	9.35E-06	0	5.80E-06	0.0001527659342	0	2.71E-05	0.0001344937454	0.0004117032256	0.0002045506642	0.0004127748306	0.00179771495	0	0	4.88E-06	1.46E-05	3.08E-05	0.000134488319	8.35E-05	0.0008399701654	9.79E-05	0.0001790437688	0.0002897626865
Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Oceanisphaera	8.80E-05	6.09E-05	0	0	5.24E-05	0	0	0	7.21E-05	5.11E-05	0.0003792294513	0	3.82E-05	0	1.53E-05	9.35E-06	9.69E-05	1.74E-05	4.58E-05	0	4.63E-05	0.0002857992089	4.21E-05	5.11E-05	6.88E-05	0.0002953388847	1.36E-05	0	9.75E-06	0.00010199584	1.93E-05	0.0001655240849	1.67E-05	2.85E-05	8.51E-05	1.94E-05	8.02E-05
Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Tolumonas	7.33E-05	1.22E-05	0	0	3.14E-05	1.91E-05	9.33E-06	1.00E-05	4.50E-05	4.08E-05	2.84E-05	0	3.05E-05	9.11E-06	0.000137663261	4.67E-05	4.31E-05	5.80E-06	6.11E-05	8.10E-05	3.42E-05	8.41E-05	0.0003181343107	2.56E-05	5.16E-05	0.002812139815	0.0002171893713	0	4.88E-06	0.0003934125258	1.54E-05	1.55E-05	3.34E-05	7.12E-05	4.26E-05	9.68E-06	0.0002729830548
Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Zobellella	4.40E-05	7.30E-05	0	2.28E-05	2.09E-05	1.91E-05	9.33E-06	0	4.50E-05	4.08E-05	9.48E-06	2.52E-05	1.53E-05	1.82E-05	1.53E-05	0.0004581073026	2.15E-05	1.16E-05	4.58E-05	4.05E-05	4.68E-05	0.000487539827	0.0007859788852	1.28E-05	0	0.001155673897	9.50E-05	2.78E-05	1.46E-05	0.0003497000229	1.16E-05	2.59E-05	6.68E-05	7.12E-05	2.13E-05	4.84E-06	0.0002087082487
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales	1.95E-05	0.000267761014	3.96E-05	1.14E-05	3.14E-05	1.91E-05	1.87E-05	0	0.0001351026618	4.08E-05	7.58E-05	5.03E-05	0.00022132554	4.55E-05	0.0001223673431	0	0.0001400253683	0	4.58E-05	0	6.42E-05	0.0004455105315	0.0001029258064	2.56E-05	6.88E-05	2.57E-05	4.07E-05	2.78E-05	4.88E-06	4.37E-05	9.64E-05	0.0001396609467	6.68E-05	0.0001138942597	0.0002213427348	5.81E-05	9.88E-05
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae	4.89E-06	4.87E-05	2.64E-05	0	1.05E-05	0	5.60E-05	0	5.40E-05	0	1.90E-05	2.52E-05	2.29E-05	4.55E-05	1.53E-05	9.35E-06	0	0	1.53E-05	0	1.76E-05	0	9.36E-06	1.28E-05	0	0	0	2.78E-05	0	1.46E-05	3.47E-05	1.03E-05	1.67E-05	1.42E-05	5.11E-05	0	1.28E-05
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Agarivorans	1.95E-05	0.000133880507	0	0	0	1.91E-05	3.73E-05	0	3.60E-05	1.02E-05	2.84E-05	0	1.53E-05	0	0.0004282857008	0	0	0	0	4.05E-05	3.84E-05	8.41E-06	0.0004912368033	4.47E-05	1.72E-05	1.28E-05	2.71E-05	2.78E-05	4.88E-06	8.74E-05	2.31E-05	1.03E-05	5.85E-05	9.97E-05	4.68E-05	4.84E-06	6.43E-05
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas	0.0004006943349	0.000924992594	6.60E-05	6.85E-05	0.0002827182205	0.0001619368254	0.0001678532962	0.0007317296626	0.0006755133091	0.0008321530034	0.000303383561	0.001862749121	0.000351068098	0.0008195094234	0.0009942346626	0.000224379087	0.0004631608336	3.48E-05	0.0007485530775	0.0001417064862	0.0005127847242	0.001445807763	0.001366106158	0.0004794156192	0.0004299737819	0.003672474827	0.00104522385	0.0001665165243	8.78E-05	0.0009616750631	0.0007515448872	0.0007241678716	0.0002756166693	0.001665703548	0.0007363902524	0.0002564681013	0.0009376561252
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Catenovulum	4.40E-05	1.22E-05	1.32E-05	0	0	0	0	0	2.70E-05	2.04E-05	1.90E-05	0.0001510337125	3.05E-05	0	3.06E-05	9.35E-06	3.23E-05	0	1.53E-05	2.02E-05	2.13E-05	5.04E-05	3.74E-05	6.39E-06	1.72E-05	6.42E-05	4.07E-05	0	0	0.0004225541944	0	1.03E-05	0	1.42E-05	4.68E-05	1.45E-05	4.83E-05
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Glaciecola	2.44E-05	1.22E-05	0	0	7.33E-05	3.81E-05	0	0	2.70E-05	1.53E-05	9.48E-06	0	4.58E-05	2.73E-05	1.53E-05	1.87E-05	0.0001292541861	0	4.58E-05	4.05E-05	2.61E-05	4.20E-05	0.0001169611436	0.0006392208256	0.0001547905615	0.000179771495	0.0002986353856	0	4.88E-06	0.0001602791772	7.32E-05	8.28E-05	8.35E-06	1.42E-05	4.26E-05	3.87E-05	0.0001237613096
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Lacimicrobium	2.44E-05	8.52E-05	0	1.14E-05	4.19E-05	9.53E-06	9.33E-06	1.00E-05	0.0001621231942	5.11E-06	1.90E-05	0	1.53E-05	9.11E-06	6.12E-05	0	0	0	1.53E-05	2.02E-05	2.50E-05	0.0001176820272	0.0007485513193	5.75E-05	3.44E-05	5.14E-05	0.0002307637071	2.78E-05	9.75E-06	0.0003934125258	2.31E-05	4.66E-05	8.35E-06	9.97E-05	4.68E-05	1.94E-05	0.0001276713572
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Marinobacter	0.0004886516279	0.0001947352829	0.0001188737112	0.0001370917807	0.0001675367233	0.0001905139122	0.0001119021975	3.01E-05	0.0007295543738	0.0001786831602	0.0001706532531	5.03E-05	9.92E-05	0.0006556075388	0.001850806064	4.67E-05	0.0002046524613	6.95E-05	0.0003055318683	0.0003036567561	0.0003052185498	0.001017108949	0.002676070966	0.0007287117412	0.0002579842692	0.003133160342	0.0002714867142	0.0002220220324	3.90E-05	0.001617362606	0.0001888497409	0.00041898284	0.0002004484868	0.001181652945	0.0004639684249	0.0008952188442	0.0008874687998
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Paraglaciecola	1.47E-05	0	1.32E-05	2.28E-05	1.05E-05	0	0	0	6.30E-05	0	0	0	1.53E-05	0	1.53E-05	0	3.23E-05	5.80E-06	0.000183319121	0	1.88E-05	8.41E-05	0.0003508834309	2.56E-05	5.16E-05	1.28E-05	6.79E-05	0	4.88E-06	0.00010199584	3.85E-06	5.17E-06	0.0002255045476	1.42E-05	5.53E-05	4.84E-05	7.01E-05
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Salinimonas	1.47E-05	8.52E-05	1.32E-05	1.14E-05	1.05E-05	3.81E-05	2.80E-05	0	0.0003332532325	5.11E-05	5.69E-05	0.0002013782833	2.29E-05	1.82E-05	0	4.67E-05	1.08E-05	1.16E-05	6.11E-05	0.0001619502699	5.88E-05	0.0005211632633	0.0007485513193	0.0003196104128	1.72E-05	0.0001669306739	0.0001085946857	5.55E-05	4.88E-06	0.00010199584	2.70E-05	5.17E-05	1.67E-05	0.0001708413896	0.0001745202332	9.68E-06	0.0001663249705
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Colwelliaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.35E-06	0	0	0	0	4.67E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	1.28E-05	0	8.51E-07
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Colwelliaceae;Colwellia	0.0001905741349	0.0002555900589	2.64E-05	4.57E-05	9.42E-05	1.91E-05	9.33E-06	1.00E-05	0.0004053079854	3.06E-05	2.84E-05	0	0.0001221106428	0.0002731698078	0.0003671020293	1.87E-05	0.0002369660079	3.48E-05	0.001619318902	0.0001012189187	0.0001944327857	0.0002437699135	0.0001403533724	0.0006136519926	0.0003267800743	0.001849078235	0.0001085946857	0.0002775275404	3.41E-05	0.004444104458	0.0001580171301	0.0001603514573	4.18E-05	0.00098233799	0.0002724218275	0.0003677655793	0.0006680428043
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Colwelliaceae;Thalassotalea	9.77E-06	0.0001095385967	0	0	4.19E-05	0	2.80E-05	0	1.80E-05	1.53E-05	5.69E-05	0	3.82E-05	5.46E-05	4.59E-05	9.35E-06	8.62E-05	0	1.53E-05	8.10E-05	3.05E-05	3.36E-05	8.42E-05	4.47E-05	1.72E-05	1.28E-05	0	5.55E-05	9.75E-06	0.0004371250287	0.0001310385957	0.0001086251807	3.34E-05	0.0001138942597	0.0001106713674	3.87E-05	8.21E-05
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Ferrimonadaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Ferrimonadaceae;Ferrimonas	0.0001563685209	7.30E-05	0	1.14E-05	6.28E-05	0	3.73E-05	0	0.0001711300383	6.64E-05	1.90E-05	5.03E-05	1.53E-05	9.11E-06	0.0004282857008	9.35E-06	2.15E-05	1.16E-05	3.06E-05	0	5.87E-05	0.0003698577998	0.0002152085043	4.47E-05	8.60E-05	0.0004109062743	1.36E-05	0.0001110110162	9.75E-06	4.37E-05	6.17E-05	0.0002534587551	1.67E-05	9.97E-05	8.94E-05	4.84E-06	0.0001220316232
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Idiomarinaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Idiomarina	9.28E-05	9.74E-05	7.92E-05	8.00E-05	3.14E-05	5.72E-05	1.87E-05	3.01E-05	0.0001711300383	0.0002501564243	6.64E-05	0	4.58E-05	5.46E-05	0.0001988469325	1.87E-05	0.0001184830039	1.16E-05	7.64E-05	2.02E-05	7.60E-05	0.0002017406181	8.89E-05	0.0001214519569	0	0.00227282533	6.79E-05	0	0	0.0004371250287	1.54E-05	0.0001810419679	8.35E-06	0.0001993149545	0.0001106713674	3.87E-05	0.0002495609242
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Idiomarinaceae bacterium HL-53	3.42E-05	6.09E-05	0	0	2.09E-05	0	9.33E-06	0	9.01E-05	5.11E-06	0	0	1.53E-05	0	6.12E-05	1.87E-05	1.08E-05	0	4.58E-05	2.02E-05	1.96E-05	3.36E-05	0.0005567350437	6.39E-06	8.60E-05	0.0001284082107	8.14E-05	0	0	0.0003788416915	0	2.07E-05	0	0.0004555770389	7.24E-05	4.84E-05	0.0001245640778
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Moritellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Moritellaceae;Moritella	4.89E-05	4.87E-05	0	0	3.14E-05	1.91E-05	1.87E-05	1.00E-05	9.01E-05	3.06E-05	3.79E-05	0	9.16E-05	3.64E-05	0.000137663261	1.87E-05	0.0001400253683	0	7.64E-05	2.02E-05	4.28E-05	0.0002101464771	0.0003883109969	7.67E-05	0.0007739528075	0.0002439756004	0.0007194397926	5.55E-05	9.75E-06	0.00112195424	9.64E-05	0.0002327682445	1.67E-05	0.0003559195616	0.0001745202332	0.0001209755195	0.0003064654802
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas	0.0008991189953	0.001217095518	0.0001188737112	9.14E-05	0.0004397838986	0.0002190909991	0.0002797554937	5.01E-05	0.0007835954385	0.0003828924862	0.0004929982866	0.0002265505687	0.0007326638566	0.0007830867824	0.003410989689	0.0002617756015	0.001184830039	0.0001390881842	0.003024765497	0.0005263383773	0.0007632403207	0.002622628035	0.001249145014	0.001054714362	0.001255523443	0.004738262976	0.0009637778354	0.0008048298673	0.0001950154728	0.003511571064	0.0006937337421	0.001355228445	0.000709921724	0.003231749619	0.001153536176	0.001219433236	0.001650604734
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Psychromonadaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Psychromonadaceae;Psychromonas	6.84E-05	0.0001703933726	0	3.43E-05	4.19E-05	1.91E-05	2.80E-05	0	3.60E-05	1.53E-05	2.84E-05	0	5.34E-05	4.55E-05	0.0001223673431	2.80E-05	0.0001938812792	1.74E-05	9.17E-05	2.02E-05	5.07E-05	0.0001597113226	0.0004865583575	0.000274864955	3.44E-05	5.14E-05	2.71E-05	5.55E-05	4.88E-06	0.0005682625373	0.0001040600613	0.000150006202	0.0001085762637	0.0002847356493	8.51E-05	1.45E-05	0.0001606476657
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella	0.001417089721	0.001192753608	5.28E-05	0.0003655780818	0.0004188418082	0.0002095653035	0.0003170562262	0.0001102606341	0.001251951333	0.000444155284	0.0003981909238	0.0001762059979	0.0005494978925	0.0005827622567	0.001866101982	0.0004020125308	0.0006462709306	0.0001912462533	0.001222127473	0.000627557296	0.0006221029149	0.002673063189	0.003031632843	0.002684727468	0.0005159685383	0.01576852828	0.002036150356	0.0003330330485	0.0003851555587	0.003482429395	0.0005318625356	0.001856973328	0.001545123752	0.002619567973	0.001702636422	0.0004500289325	0.002641125441
Bacteria;Proteobacteria;Gammaproteobacteria;Candidatus Baumannia cicadellinicola	2.44E-05	0.0004868382074	2.64E-05	1.14E-05	0.0001151814972	1.91E-05	0.0001398777468	0	0.0002792121677	7.15E-05	0.0001706532531	0	6.11E-05	0.0001547962244	0.0007342040586	0	0.0001723389148	0	0.0007179998906	0	0.0001592477607	2.52E-05	8.42E-05	8.95E-05	0	6.42E-05	0	5.55E-05	9.75E-06	4.37E-05	0.0003430127947	0.0004913996272	0.0003006727302	0.0002420253019	0.0002979613738	4.84E-06	0.0001368002837
Bacteria;Proteobacteria;Gammaproteobacteria;Candidatus Ruthia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Candidatus Ruthia;Candidatus Ruthia magnifica	2.44E-05	0	0	0	0	0	0	0	9.01E-06	5.11E-06	0	0	0	9.11E-06	0.0002447346862	0	0	0	0	0	1.46E-05	0	3.74E-05	6.39E-06	0	5.14E-05	0	0	0	2.91E-05	0	0	8.35E-06	1.42E-05	5.53E-05	4.84E-06	1.38E-05
Bacteria;Proteobacteria;Gammaproteobacteria;Candidatus Thioglobus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Candidatus Thioglobus;Candidatus Thioglobus autotrophicus	4.89E-06	0	0	0	2.09E-05	0	0	0	2.70E-05	0	0	0	2.29E-05	9.11E-06	0	0	8.62E-05	0	0	0	8.55E-06	1.68E-05	0	1.28E-05	1.72E-05	0	0	0	0	0	1.16E-05	0	0	2.85E-05	1.70E-05	0	6.92E-06
Bacteria;Proteobacteria;Gammaproteobacteria;Candidatus Thioglobus;Candidatus Thioglobus singularis	5.86E-05	2.43E-05	0	1.14E-05	0	5.72E-05	0	1.00E-05	8.11E-05	0	9.48E-06	0	3.05E-05	2.73E-05	0.0001223673431	5.61E-05	6.46E-05	0	3.06E-05	8.10E-05	3.32E-05	0.0001176820272	0.0001122826979	4.47E-05	3.44E-05	0	0.0003936557356	0	0	0.0002477041829	1.16E-05	2.59E-05	0	1.42E-05	5.96E-05	9.68E-06	7.14E-05
Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales	0	4.87E-05	2.64E-05	0	0	0	1.87E-05	0	1.80E-05	1.53E-05	0	0	0	3.64E-05	0	0	0	0	0	0	8.18E-06	0	8.89E-05	1.28E-05	0	1.28E-05	6.79E-05	0	0	1.46E-05	5.40E-05	0	0	0	6.38E-05	0	2.10E-05
